deck1,deck2,deck3,deck4,outcome
163,163,321,147,0
304,321,241,163,3
147,79,232,232,4
163,163,137,78,4
205,330,267,303,4
147,241,188,163,4
163,163,232,58,3
163,303,163,79,3
243,276,118,343,3
163,187,60,267,3
187,275,302,343,1
123,276,276,163,1
276,302,118,187,3
10,275,267,243,1
343,246,60,123,1
276,275,60,187,2
163,246,10,232,1
275,60,10,302,0
246,187,275,343,2
134,290,185,239,2
185,147,246,75,2
272,303,232,147,1
212,141,163,283,3
15,104,211,163,1
243,58,141,300,1
118,192,163,188,2
318,147,147,232,3
305,243,321,163,3
147,45,82,163,0
177,241,78,243,0
147,195,165,214,0
303,283,93,243,0
185,147,303,104,2
163,147,283,147,4
232,163,177,246,4
300,188,305,165,1
147,195,239,243,3
243,98,113,147,0
45,321,318,15,3
118,232,141,283,4
82,185,290,243,2
321,141,75,78,1
342,243,192,163,1
214,163,163,212,0
246,147,188,163,0
58,147,134,243,3
141,283,104,303,3
177,147,163,118,1
232,185,15,163,0
243,283,45,214,0
321,163,318,98,4
147,243,75,243,0
185,211,195,342,0
163,163,82,321,0
78,283,192,241,2
239,246,93,303,4
141,147,163,243,3
147,243,283,232,4
303,147,177,15,3
163,113,243,214,1
163,290,163,134,4
104,147,147,192,3
163,241,141,305,4
318,78,118,243,0
283,163,283,321,1
211,243,98,321,2
195,45,212,272,3
303,243,134,232,0
243,147,246,318,2
243,163,163,147,1
15,113,239,283,1
93,98,188,141,3
192,232,58,303,1
177,272,290,147,2
147,163,163,147,2
212,104,283,118,1
283,141,211,243,1
303,163,232,188,0
246,290,243,104,0
243,163,147,15,2
141,113,303,192,3
303,246,147,192,2
132,232,141,243,1
185,147,329,332,4
232,147,203,58,3
241,287,17,326,4
141,185,17,232,3
287,329,294,126,4
241,203,132,336,4
243,185,344,147,1
17,344,58,132,1
232,336,329,326,4
141,126,147,241,1
232,185,287,147,1
126,185,58,147,3
203,185,329,336,0
0,80,163,163,2
60,36,58,236,4
301,141,267,4,1
138,241,303,147,4
36,141,163,60,2
236,163,58,80,3
4,267,0,301,2
163,236,80,301,2
4,141,0,36,3
58,163,60,267,1
163,80,36,0,2
185,87,163,241,0
147,147,132,163,2
163,141,163,163,3
303,142,163,58,2
58,141,318,142,2
185,163,60,132,0
118,142,267,214,4
141,87,267,142,3
142,243,142,241,3
241,283,311,163,0
163,118,210,241,3
241,241,306,188,2
243,163,163,311,1
163,146,210,283,3
303,163,243,118,4
283,163,306,118,4
311,241,163,303,1
210,188,163,243,2
241,243,146,163,4
306,163,241,241,1
213,249,147,128,3
303,287,163,188,3
240,243,163,138,2
241,128,69,152,0
243,0,78,44,2
138,163,78,43,1
183,163,213,287,0
78,43,128,183,3
188,44,287,138,1
152,78,0,192,2
65,249,303,243,1
78,0,147,241,1
43,188,152,240,0
147,333,305,267,1
75,232,83,187,2
336,290,305,283,1
93,267,246,321,4
78,58,58,290,3
187,231,321,321,4
243,58,93,305,1
267,290,78,163,1
78,232,290,246,0
321,83,290,290,3
58,305,231,267,1
243,321,75,78,3
283,246,187,305,2
290,243,267,187,3
305,78,83,305,2
232,336,321,290,2
290,305,321,232,2
78,290,321,58,1
83,187,290,321,0
267,41,227,84,0
147,276,147,230,0
44,232,213,283,0
243,141,42,185,0
243,232,141,41,2
283,230,163,267,3
276,84,147,243,4
42,147,44,227,0
96,141,213,276,1
185,41,147,283,2
44,267,147,141,1
42,84,213,243,0
96,230,243,227,0
303,243,183,75,4
142,78,163,157,3
163,185,147,185,2
157,230,147,183,0
185,75,78,103,0
179,243,142,163,4
163,243,185,303,1
157,243,185,243,0
78,163,303,230,1
179,163,147,75,0
103,183,185,142,0
163,185,243,142,2
157,179,230,243,3
303,321,141,163,3
336,78,276,345,2
321,183,99,141,1
141,78,243,142,3
163,318,321,345,4
142,163,183,147,1
336,93,147,318,3
321,321,78,241,3
147,147,318,243,2
163,142,241,318,4
267,141,147,303,0
93,192,163,78,0
214,301,239,316,1
147,183,336,267,0
236,340,147,163,3
305,147,78,232,1
103,305,310,163,1
78,60,78,246,0
267,141,301,267,0
147,336,236,316,4
239,210,147,340,1
147,183,267,214,3
163,147,305,78,4
192,214,267,210,4
310,147,301,147,4
267,60,147,93,3
316,163,267,183,1
232,303,141,236,1
210,93,301,163,4
267,147,310,60,4
267,192,192,305,3
163,236,147,147,0
103,316,141,78,0
336,303,340,246,4
232,141,239,147,2
305,147,310,267,0
147,163,301,210,0
163,93,305,147,3
163,243,92,78,1
147,78,118,243,3
283,141,118,243,1
78,321,163,9,0
147,243,267,267,2
183,141,321,163,4
267,147,9,283,2
267,78,141,78,0
321,147,147,132,1
163,9,118,163,1
318,241,336,321,3
326,243,275,209,0
147,40,303,241,4
211,163,303,132,4
241,243,321,147,3
212,188,321,185,3
241,83,147,303,2
147,132,303,147,2
141,326,303,303,4
78,147,40,211,1
147,336,241,212,0
232,275,243,188,2
305,147,303,321,2
147,243,147,163,4
303,321,147,326,4
147,336,232,209,1
303,241,185,147,0
243,185,303,211,4
141,132,241,275,0
241,232,241,147,3
83,321,78,212,0
303,303,243,147,4
185,336,326,243,4
147,303,141,147,3
232,188,163,147,0
83,243,147,321,0
241,185,211,147,0
241,303,209,132,0
275,212,163,301,2
147,83,336,241,4
232,243,303,303,0
185,147,147,241,1
163,321,303,141,3
326,243,232,40,0
241,188,209,321,1
303,163,321,78,1
232,243,243,241,1
326,336,303,83,0
147,147,326,243,1
70,232,287,297,4
163,267,303,102,4
281,192,18,147,4
142,79,310,345,0
276,297,18,267,4
303,192,232,163,3
281,102,142,287,1
345,328,147,243,0
163,102,70,276,4
267,241,192,142,2
18,328,163,232,0
310,281,303,147,2
287,345,163,18,2
241,334,70,303,4
147,276,232,142,3
163,297,147,281,2
163,102,345,142,2
147,163,141,106,0
87,241,310,267,4
243,221,241,283,1
267,155,276,241,2
163,147,78,108,4
140,163,243,331,4
185,147,147,147,4
78,147,243,87,4
108,163,221,185,1
310,246,147,147,2
331,147,276,241,4
267,163,140,163,1
147,106,155,203,1
241,241,267,163,2
276,147,163,147,4
141,246,163,267,4
147,331,203,87,4
241,310,243,147,1
78,241,185,140,0
267,108,243,147,4
155,188,163,268,4
78,267,147,221,4
203,163,147,310,4
106,331,163,246,2
188,163,147,232,2
243,243,147,241,2
140,268,147,241,4
163,241,155,108,4
141,310,221,163,1
276,203,246,78,0
147,163,163,147,4
108,147,106,87,3
163,163,147,331,2
268,241,267,241,1
147,140,243,155,0
188,185,283,243,3
329,103,147,115,0
290,60,294,147,0
303,163,65,206,4
147,13,303,267,4
163,311,183,200,2
272,188,342,188,2
305,141,147,68,2
243,305,206,147,0
267,65,243,232,0
147,163,303,329,0
183,13,74,303,1
241,342,267,305,1
200,115,290,27,4
163,147,147,147,0
342,13,147,290,4
188,163,243,267,1
183,305,243,60,1
329,147,200,65,0
272,115,147,163,3
206,188,27,303,0
311,147,232,303,4
342,305,163,329,4
206,267,147,147,4
290,163,243,267,4
243,294,147,13,0
200,303,60,188,2
303,65,147,183,1
141,147,27,232,1
342,290,243,65,3
305,147,267,147,1
329,60,13,267,0
163,243,163,206,0
329,163,147,65,0
93,241,209,232,3
32,96,147,241,4
205,132,305,336,2
60,245,61,104,0
267,58,58,163,0
267,283,310,163,4
55,163,243,147,1
243,141,147,336,4
239,310,243,55,1
104,141,163,267,2
305,147,60,283,0
336,163,58,267,1
147,58,303,245,1
163,243,61,78,3
163,78,239,60,2
267,243,267,305,3
243,303,283,336,3
58,61,147,147,2
245,141,163,55,1
163,163,283,305,4
267,163,292,141,3
213,326,239,342,4
0,58,132,185,3
141,163,310,126,1
163,104,281,185,1
163,232,147,138,2
267,183,282,147,4
342,187,147,163,1
213,141,282,163,0
267,147,326,283,0
305,239,185,183,2
141,147,287,305,1
58,104,163,232,1
163,185,138,292,4
310,141,0,163,2
132,281,163,267,4
104,185,187,147,4
147,141,163,213,0
126,141,0,267,4
163,185,239,132,1
283,138,342,267,1
147,305,163,326,0
183,281,163,232,2
287,282,163,163,4
292,305,310,58,3
104,138,141,147,4
185,185,147,126,4
163,187,267,163,4
147,282,58,141,2
267,0,141,213,4
287,342,163,183,4
163,292,132,305,4
326,163,281,163,1
283,305,232,239,0
104,163,141,213,1
185,267,138,163,3
187,58,0,147,1
147,147,126,185,2
58,163,126,163,1
60,141,147,147,4
211,141,147,249,4
318,283,132,305,2
257,0,82,87,1
232,147,163,287,4
297,303,301,203,2
287,203,163,163,2
163,183,185,267,0
303,241,163,290,4
147,61,267,192,4
246,163,232,241,3
282,183,188,141,4
232,77,67,163,1
213,267,294,188,4
163,188,82,232,3
336,66,321,147,4
243,204,147,329,0
336,183,320,243,1
163,147,267,321,4
163,232,230,58,2
159,163,0,163,0
241,183,77,301,0
132,188,321,243,0
147,267,232,213,0
211,183,163,163,2
241,141,147,66,4
303,303,147,61,4
147,147,336,78,3
287,336,141,267,3
163,163,147,141,4
192,267,282,294,0
290,321,106,60,3
243,87,147,5,0
183,303,320,204,1
243,203,336,232,4
297,185,232,243,4
203,163,305,163,1
257,329,283,287,3
132,267,230,214,2
58,241,243,159,1
163,267,0,188,4
77,147,78,163,4
163,301,163,60,2
66,163,287,183,4
243,163,303,241,0
147,147,147,303,2
243,141,147,163,4
82,141,141,61,0
232,147,211,303,1
163,249,267,287,0
163,336,321,297,0
185,336,203,290,3
336,321,267,294,2
106,282,213,243,3
232,188,147,267,2
243,67,183,203,0
318,5,320,283,4
243,230,241,163,0
163,287,82,243,4
163,159,132,163,4
60,267,163,192,4
290,163,78,163,3
147,77,267,232,4
188,246,243,303,0
243,267,301,147,0
66,163,214,163,1
61,147,141,58,0
163,243,303,318,2
303,283,141,241,1
204,141,297,132,0
329,82,249,185,4
282,163,336,87,0
232,320,321,267,3
336,321,106,336,0
213,147,203,147,0
267,188,163,241,4
163,163,147,243,0
78,183,60,132,2
188,163,163,243,2
82,159,77,163,0
232,267,287,243,1
283,204,192,147,3
183,294,163,147,3
305,163,147,282,0
141,249,214,163,2
141,232,132,66,1
287,106,232,303,0
230,82,147,147,1
241,163,147,243,3
163,60,132,183,3
163,267,159,243,3
82,243,183,243,1
320,336,188,336,3
267,267,147,301,0
336,147,267,147,0
132,336,82,212,3
141,184,326,138,3
132,258,214,185,0
0,184,78,192,0
212,118,138,147,0
78,329,303,185,3
192,132,141,241,0
303,258,336,276,3
152,276,138,0,2
267,321,321,213,3
214,132,132,241,3
181,78,232,232,4
83,213,82,272,3
118,0,336,326,2
143,141,257,267,1
30,118,232,83,1
321,132,163,211,2
214,303,141,0,3
257,163,213,118,4
331,321,267,143,1
232,272,118,163,3
213,303,241,336,3
213,0,321,181,4
82,78,267,163,1
326,83,132,267,1
143,211,30,214,1
103,303,321,331,0
336,163,141,321,4
213,118,213,78,4
232,211,83,232,3
30,267,132,303,1
321,82,132,143,0
0,78,103,163,4
213,82,211,331,0
232,132,257,303,1
163,241,103,118,0
321,336,267,213,1
0,213,78,181,1
163,232,213,336,0
185,187,302,243,0
118,60,187,61,0
58,163,123,243,0
246,287,60,126,1
118,185,163,187,2
185,302,58,47,2
163,107,58,0,0
243,187,287,185,2
123,187,60,141,2
58,275,287,232,1
118,147,0,185,2
287,58,246,232,1
163,275,107,58,0
239,163,147,78,2
147,341,77,113,0
213,181,163,147,4
163,78,132,243,3
147,132,147,62,0
183,211,181,241,0
276,232,163,244,4
4,303,213,147,0
62,341,147,301,1
113,243,224,132,0
163,147,276,183,4
147,4,301,0,4
78,241,163,341,4
243,213,244,77,4
303,147,232,181,3
183,163,341,4,4
181,276,239,0,3
241,301,147,243,1
163,163,199,113,1
62,77,147,78,3
147,78,244,147,4
78,224,147,132,0
301,163,77,276,0
0,163,163,241,4
243,239,183,78,3
232,341,163,147,0
199,4,62,181,4
113,147,147,213,1
211,147,224,147,3
0,147,232,244,0
147,163,78,163,3
301,78,0,163,0
147,313,147,147,3
297,287,305,232,4
13,147,232,290,4
287,147,213,297,0
232,0,147,287,0
290,213,243,305,0
78,313,13,318,1
290,0,318,313,3
147,232,243,313,0
214,147,241,147,4
243,283,147,272,2
93,241,147,192,4
214,21,185,283,4
147,192,185,283,4
185,243,301,241,2
147,185,192,93,4
283,241,147,301,1
93,192,147,241,0
118,147,290,183,0
241,239,126,287,4
232,246,131,294,0
58,113,18,163,4
321,18,287,147,0
183,283,294,290,0
183,287,147,113,1
290,232,321,241,1
118,287,75,283,0
163,321,287,141,0
287,321,326,232,4
243,58,129,61,4
232,243,58,321,0
103,129,283,326,3
232,243,344,232,1
78,283,0,241,3
232,326,232,61,0
243,287,243,103,0
241,243,232,243,0
310,147,118,272,1
163,163,78,163,1
304,267,183,241,4
310,239,147,93,3
205,210,141,58,1
183,303,163,147,0
163,102,118,304,2
272,141,163,267,2
183,303,303,310,1
147,246,93,78,2
163,239,147,241,2
147,93,163,303,4
163,183,118,210,0
246,310,141,183,4
241,310,78,241,4
163,303,239,272,0
303,205,183,163,4
163,147,58,118,2
241,163,102,93,1
210,246,267,147,4
58,303,272,102,1
304,163,141,147,1
93,310,267,183,1
310,78,163,205,0
58,210,93,183,0
147,163,205,183,2
163,303,58,205,2
143,15,297,184,0
2,179,323,258,3
124,294,79,0,0
124,264,211,302,3
341,9,124,227,1
282,264,51,99,4
224,318,294,344,2
233,51,318,288,1
302,99,79,143,1
264,264,258,97,4
329,297,9,124,0
179,0,294,324,4
260,2,227,143,2
184,224,221,341,2
258,99,324,294,1
221,51,329,124,3
302,143,282,233,4
344,264,294,9,1
288,0,323,264,1
0,143,318,15,4
297,211,224,260,0
124,294,264,302,2
282,329,184,0,0
258,51,9,143,0
97,0,324,297,3
179,264,143,344,4
15,294,288,2,0
282,294,51,324,0
99,258,143,302,2
227,264,282,143,1
152,310,264,163,0
183,310,243,78,0
142,163,78,142,0
267,183,287,18,0
78,147,243,321,1
163,243,142,283,3
185,36,243,27,4
310,267,236,147,4
147,8,132,163,0
163,150,241,115,4
239,239,241,183,4
82,243,185,18,3
163,137,163,329,2
163,78,78,303,1
147,18,73,78,3
283,147,147,267,3
163,142,152,183,0
183,310,243,224,0
203,267,239,150,0
115,239,141,147,0
163,185,18,241,0
303,142,36,163,4
163,183,78,243,4
132,78,243,310,1
163,321,163,78,4
243,142,137,310,4
163,78,82,163,0
329,243,185,264,4
163,18,163,267,4
27,78,183,283,1
115,183,147,142,0
163,8,36,203,4
73,287,264,310,2
78,163,147,243,1
78,321,243,152,4
142,147,163,163,4
78,267,163,185,2
147,243,241,142,4
236,150,239,185,3
241,329,141,310,4
82,243,303,224,1
310,163,78,132,0
147,287,78,115,4
73,163,163,163,1
267,203,183,310,1
8,264,18,18,4
163,243,243,142,0
283,183,163,185,2
147,147,36,152,4
142,27,310,78,1
243,243,163,241,0
310,147,329,321,3
142,141,163,236,4
224,239,185,78,3
78,303,137,239,1
163,150,132,78,0
18,78,78,203,2
18,115,163,185,2
267,267,27,183,0
163,287,8,243,0
163,147,163,82,0
321,303,163,147,4
264,78,163,243,4
141,73,152,243,1
310,283,142,147,3
163,36,183,236,3
142,310,239,329,3
163,241,243,310,2
78,163,267,243,3
163,203,27,264,0
163,147,267,321,2
163,115,163,73,0
163,163,267,243,0
33,243,213,203,2
163,329,239,188,2
241,141,163,267,4
267,147,305,264,1
241,0,147,227,4
197,303,239,135,1
241,188,305,163,4
163,232,267,344,0
224,138,272,303,0
163,303,163,157,4
163,143,118,213,4
163,87,283,197,4
301,239,224,232,4
163,213,206,163,4
303,163,283,147,4
163,163,143,0,0
241,267,197,163,2
147,141,118,87,4
157,213,241,241,0
227,305,163,163,1
239,267,138,232,4
344,203,58,243,3
232,321,243,272,4
135,264,181,329,1
243,303,232,206,0
264,157,305,147,1
303,163,303,141,4
197,147,118,188,4
163,87,163,239,2
232,163,283,224,4
305,213,163,44,4
163,243,267,241,0
188,267,321,143,4
0,163,239,232,0
138,163,58,197,1
77,203,135,163,4
163,181,163,157,2
301,163,344,303,4
239,305,197,243,0
213,303,147,163,4
118,44,264,163,4
305,188,141,224,4
206,303,272,283,3
163,232,232,0,1
147,213,163,188,4
239,77,267,243,2
241,135,143,138,2
227,241,203,232,0
206,157,301,267,1
213,239,163,163,0
227,243,143,163,1
232,163,272,147,1
197,303,224,0,4
44,303,283,344,1
264,321,181,232,2
203,213,197,188,1
163,303,118,77,0
241,141,163,163,3
157,163,303,283,1
243,239,181,147,0
301,213,224,303,0
243,301,163,163,0
141,0,147,305,0
93,258,24,272,3
18,163,303,188,4
243,78,321,232,3
141,185,78,267,3
132,147,243,163,4
188,192,147,78,2
303,272,267,93,3
243,336,0,18,0
93,267,243,147,1
141,0,185,258,0
232,141,243,267,4
243,147,24,321,3
272,305,147,188,3
78,163,185,336,2
303,132,78,93,4
93,267,321,188,3
243,272,243,192,2
18,147,267,141,4
185,24,232,0,3
132,78,336,305,3
243,141,232,267,2
185,159,157,232,3
141,163,305,20,4
147,132,181,58,0
272,75,141,221,1
287,305,267,163,1
163,326,163,243,2
188,141,147,78,3
232,214,136,47,4
78,147,75,232,4
47,163,141,0,4
232,20,58,232,1
305,267,163,136,0
159,243,326,163,2
221,163,141,181,4
163,272,188,185,4
157,141,224,147,2
244,334,293,326,2
20,305,163,75,4
232,163,326,163,3
224,0,214,163,4
136,272,141,232,0
181,232,163,185,4
276,188,141,334,4
132,326,159,287,2
267,163,58,157,4
185,147,244,243,0
163,136,78,20,0
163,264,293,159,4
232,305,305,224,4
326,163,147,188,1
214,181,141,185,1
334,163,163,221,4
276,157,272,232,2
141,244,163,132,0
58,243,287,141,1
147,232,326,267,3
163,181,163,305,4
163,75,47,224,4
293,141,20,232,1
136,147,159,305,2
243,264,267,272,4
78,221,0,326,3
157,185,141,163,1
132,163,147,185,1
232,188,287,244,1
58,326,214,276,3
163,326,185,224,0
75,159,264,305,0
293,141,47,163,2
163,163,47,75,1
336,241,185,303,1
132,304,141,82,0
163,183,18,78,4
243,185,336,78,3
152,311,185,142,0
283,78,303,336,4
232,18,241,185,0
246,303,183,132,1
78,82,311,185,0
243,336,152,141,0
142,303,232,243,3
336,18,152,185,3
185,303,241,163,4
336,304,78,185,4
183,141,311,82,0
142,185,78,183,4
163,232,132,152,1
185,283,304,18,3
185,303,141,303,3
82,336,246,336,3
303,132,183,142,0
78,185,303,243,4
316,147,267,163,0
163,342,163,287,0
185,185,183,152,4
321,147,141,147,0
321,305,163,147,0
152,44,303,140,2
301,163,239,241,4
78,290,267,147,4
311,163,58,163,4
192,188,18,241,4
267,147,305,44,1
241,163,316,78,4
290,321,188,185,2
147,321,192,239,0
163,163,183,163,4
311,147,152,301,1
342,141,241,58,0
287,163,147,152,4
140,163,163,147,2
267,303,185,18,3
147,188,163,316,2
163,141,267,311,0
183,147,303,342,1
58,78,321,163,4
241,185,267,163,0
163,239,185,152,1
290,152,287,192,4
301,147,147,44,4
241,163,305,140,4
18,163,147,321,0
163,239,147,241,1
147,303,163,147,4
188,163,78,183,0
192,342,301,321,2
58,152,163,267,0
147,241,163,290,3
44,287,311,185,3
163,18,316,321,1
188,163,152,321,1
185,58,239,147,2
147,316,321,163,1
241,147,342,163,0
78,303,287,241,0
163,44,163,163,0
18,163,290,301,4
163,188,316,301,0
241,163,147,163,0
18,239,163,241,0
342,163,78,305,3
329,287,241,163,4
78,132,103,287,1
18,163,163,61,2
267,303,305,329,2
141,103,147,241,1
342,287,267,152,1
0,329,18,78,1
243,305,287,147,3
163,336,342,141,0
103,163,132,305,1
244,241,147,163,4
244,183,163,305,4
147,232,155,243,3
163,232,147,344,0
115,188,163,305,4
213,147,244,243,2
213,163,344,155,4
188,183,241,147,0
147,163,147,239,2
132,243,243,283,1
163,267,147,305,4
241,163,255,281,1
243,87,163,78,2
241,287,4,163,4
106,163,185,186,2
255,281,163,163,4
243,241,118,163,4
305,287,186,163,4
132,78,185,239,0
147,106,58,87,4
45,267,163,163,1
241,283,147,243,1
163,163,287,132,0
118,163,283,185,0
267,163,243,147,4
186,241,147,255,1
163,243,305,4,4
87,239,241,45,0
281,78,58,147,0
118,163,87,243,4
185,163,281,241,2
163,132,147,305,1
163,267,283,287,4
186,4,243,163,2
58,239,163,255,3
147,147,106,45,0
132,163,163,87,3
243,267,147,241,0
118,281,243,87,0
321,241,183,303,1
183,210,44,183,0
157,303,199,13,3
147,321,242,321,4
267,212,147,93,3
147,345,272,125,3
321,13,163,241,1
77,147,242,183,4
310,93,321,303,4
125,183,13,93,4
183,157,272,147,3
321,163,44,77,1
345,303,242,210,4
147,13,310,44,1
183,93,241,185,3
157,321,77,125,4
345,321,183,147,0
272,147,93,241,1
185,125,183,345,2
13,163,147,183,0
232,93,267,246,0
243,163,283,163,4
200,185,267,163,1
232,137,163,58,3
267,58,303,200,0
163,58,246,241,0
243,241,267,163,2
246,137,58,69,3
163,137,283,78,0
163,69,93,200,0
78,294,243,243,4
303,58,213,210,0
211,303,163,183,2
208,163,259,310,3
213,11,345,243,4
267,91,147,163,4
310,243,345,267,4
163,243,163,78,4
